x,y,g,id,date
-87.651392,41.846144,12.0189583333,xvHdUCI6IJ2ePc8thCcmag,2018-06
-87.650867,41.845558,6.28552083333,PKpc-RllZSiqajlgOzJITA,2018-06
-87.586628,41.787655,33.3270833333,YbhW5wRw2Vw9UxFsXdY6XQ,2017-06
-87.587507,41.787664,44.1657291667,fIJvc_D_EVfZAHN2yWiUIw,2017-06
-87.606928,41.787114,45.5852083333,nIl_yEhwqAOcRLORyOKtuQ,2017-06
-87.591357,41.781462,19.4916666667,KL7o1krP6ysTWGyy73DZBQ,2017-07
-87.717887,41.906914,50.9798958333,9PFdn6W8ika2iNZ_Dw2-Gw,2018-07
-87.717940,41.907595,34.5723958333,ZSr8Knp6u-yvOgkwNfqb_g,2018-07
-87.717963,41.908305,33.5029166667,w1L15yMqF6bWvVcUC8k2TQ,2018-07
-87.717977,41.908931,35.275,iw67iiy4fsxlxCIVRtb_dw,2018-07
-87.717994,41.909641,24.1723958333,HtP1nV1NNBIXXeLywlI8eg,2018-07
-87.718084,41.920975,16.7201041667,KLb32n-hlSbnISkrsaVmVQ,2018-05
-87.718097,41.921567,23.4640625,qGbwv3Rdy8WyLu3pZVNsMg,2018-05
-87.718122,41.922277,28.2442708333,IjvFLv7dyx6EV_D-lBXqIg,2018-05
-87.718144,41.922919,48.8080208333,-rZEJ-BP_leM8ZZ2CCEkNw,2018-07
-87.718168,41.923596,53.3117708333,l7jBJFSzxPYqro9nGU8F_w,2018-07
-87.718193,41.924290,10.7426041667,_mYFPTbSB9JMwp9ye9uvww,2018-05
-87.718216,41.924907,13.8455208333,48Bh05GWXGlMB145XaDlqg,2018-05
-87.718227,41.925650,32.9594791667,gzEIJQnRuL3oldnu1ICbuA,2018-05
-87.718232,41.926269,31.4097916667,PBx0fRacCE2ga0WriCRrZA,2018-05
-87.718258,41.926919,33.0353125,TYgX8zzKVLd_TbFBLBKx-Q,2014-09
-87.718290,41.927582,37.9509375,jlRI1bVl-7_e7zhR9KCnTg,2016-09
-87.718330,41.928941,14.12625,jAXmrs5esm2AKbdAz7eDOg,2018-05
-87.718352,41.929647,23.7902083333,XIy7Id-nyTF9ekYV6N34Vw,2018-05
-87.718377,41.930340,17.9736458333,FsOEQEv_kNu2djiV_WYKXA,2018-05
-87.718393,41.930974,14.844375,EoS3nFKIl_VLqUoTv-iAAA,2018-05
-87.718410,41.931663,8.0325,I1CAp5vee0VOLZqZTK1Rvw,2018-05
-87.718491,41.935990,17.3315625,jD_rywtqedbxDIF3gPlsOQ,2018-05
-87.718506,41.936636,22.7238541667,kQmd8EAwO2p_VLWZoyKgCw,2018-05
-87.718517,41.937359,19.7053125,OXfV0NzQiDPw4S_7mukHFw,2018-05
-87.718538,41.938011,15.0494791667,P0GJdTrxx0QMcmW2-76Tag,2018-05
-87.718559,41.938649,22.8985416667,LqavQQdR5hlf47dlZxhNzA,2018-05
-87.718620,41.939331,6.02354166667,UIazIoqauqPhslSjkVPWTQ,2018-05
-87.718641,41.939988,13.431875,Zbbc1xjP4K8xQ4ohcr2ddw,2018-05
-87.718659,41.940637,16.1770833333,OFp35xHqdJBvQQvDNU4RZg,2018-05
-87.718677,41.941330,11.8413541667,dNNJkHOqsWNQAUjR6g_Nnw,2018-05
-87.718694,41.942041,11.8585416667,BwNonFHlv84Hi4wuOq-YsQ,2018-05
-87.718709,41.942670,21.9386458333,J3kPs7I23DkykNigQFOvfw,2018-05
-87.718728,41.943346,26.7715625,ZyvshbHUklY8VrZjOlREDg,2018-05
-87.718747,41.943976,13.5615625,jMWz465cSfVxwBkZMr1xmQ,2018-05
-87.717756,41.910032,3.56052083333,ewSzuOvUtPEIiVFB0jaHXw,2017-09
-87.717780,41.910635,20.7973958333,P-AbfUA-YEOCZmlUHG6VSQ,2018-07
-87.717790,41.911310,38.419375,N7mvIRpkJkAVJtZZGn7a7g,2018-07
-87.717821,41.911972,29.8357291667,2U3J7fztzvM3hfaIRHhRow,2018-07
-87.717831,41.912640,39.0752083333,kbfSeFtB0pdB7OQzhBnm5Q,2018-07
-87.717853,41.913360,23.9892708333,1hbosib7jwJSuqCrAaGdCw,2018-07
-87.720247,41.995662,38.0452083333,jP86aeJAQ9HMKoJTEV3-Eg,2017-09
-87.720267,41.996347,29.8709375,LybWWtVHqa89Z0-nek3MDg,2017-09
-87.720285,41.996936,25.8110416667,HK5yuupUBzt7aaRYpO7umw,2017-09
-87.719652,41.975464,30.4371875,LwN9TDrWDwu0fYMSIeIpQw,2016-08
-87.536392,41.686368,30.9442708333,p7a1JzDVLj55bmHQRcmaZQ,2018-07
-87.533795,41.686402,13.429375,vifhSnCeEL5wuQtJE_tSQQ,2018-07
-87.622875,41.685332,20.1420833333,X48LoW8v9spWsIGxPsFMyg,2018-07
-87.621410,41.685343,16.8510416667,K3OkHk1bIoriZq4yJFR-vQ,2018-07
-87.621087,41.685341,13.3365625,NT70yH57PnltWLDjftRKgw,2017-08
-87.620229,41.685349,7.27375,rSaC7YtQCUHdJ8lOc8RC3Q,2018-08
-87.619320,41.685360,10.0127083333,Z8qmFup_iyhTCo1rUrqHyQ,2017-08
-87.618354,41.685370,12.4847916667,wDrcFdiHopTMa3VGRVTGUA,2017-08
-87.617532,41.685376,8.20645833333,AyUdyMINSZJPmmVGAoWJ-w,2017-08
-87.616554,41.685382,3.8590625,zWuTJFfigbT0gu3GHzffYw,2018-08
-87.615753,41.685390,14.9257291667,GIdowWS2rD0dEOOuplAtoA,2017-08
-87.614868,41.685396,9.44916666667,r1g0hWeYP4m1mwccRQQuEg,2017-08
-87.613965,41.685407,6.87958333333,1dwSnT6j9HI8qHz-Vh2foA,2017-08
-87.601192,41.736692,16.6836458333,WkaGdjSoPtEMqLPe27BxgA,2017-07
-87.601336,41.736070,43.745,2KNQ5ORmw1kvPVxUL8qt7g,2017-07
-87.601505,41.735343,37.263125,fYJVi-JvgMPVW02PlYbYbw,2017-07
-87.601652,41.734671,33.1135416667,_1bJZj0RriM-xXh46GHAQg,2017-07
-87.601776,41.733994,36.0361458333,jUDguRmerpoLwPsohTebIw,2017-07
-87.601944,41.733373,45.46125,rOjgmeUrJfYtGUlshb4gYA,2017-07
-87.602096,41.732775,47.2260416667,DjzrZ16O9k71g7Hvi1eY-g,2017-07
-87.602245,41.732115,38.9219791667,euSzLrQzhX4E0iZvaGXakw,2017-07
-87.602405,41.731442,36.199375,hXM8mD2BNSV1odNYqLVXxA,2017-07
-87.602568,41.730734,33.9183333333,ujRMQnrNG_xMaYVl885-GA,2017-07
-87.602718,41.730064,28.3892708333,6qdjzXUceIihk-xwnMJa1Q,2017-07
-87.602862,41.729416,36.2913541667,ALVAlkB8mH7SgbXWmgA7hg,2017-07
-87.603004,41.728733,43.8953125,Z8Pu5WarWc1-BtdaYj4XJA,2017-07
-87.603135,41.728099,45.743125,UMODD2L-25JFrEjIUQvihQ,2017-07
-87.606233,41.712906,28.5277083333,N4qqkjtI5_HgYPz_5tHNxQ,2016-06
-87.606339,41.712358,18.4953125,1M8DCGtTEshabNI2qd9F_g,2018-07
-87.606514,41.711566,22.8426041667,j3a8611Q4Cd8ry62kT6bPA,2018-07
-87.606677,41.710875,37.53375,VwsS5A-hcBEEGscU4dIKCQ,2018-07
-87.606802,41.710294,44.9564583333,LZ8dcBttipRk6alfM-l5iQ,2018-07
-87.606950,41.709659,27.3390625,C3z7YHGEF1G2nUdXuN5Zbg,2018-07
-87.607116,41.708962,34.9313541667,2O0xwgZ6ZAxaD9K2fWMZow,2018-07
-87.607278,41.708269,24.0519791667,RNpgEN1VKYtGjMnlfDVMeg,2018-07
-87.607436,41.707567,19.7760416667,ZcOiASAmQthvuqsrZrwMTQ,2018-07
-87.607569,41.706974,30.0430208333,0FCtY2TZgCtllMhFfsPmGA,2017-07
-87.607722,41.706279,42.1884375,9lgGMZQUIoceySn5YxRlXQ,2018-07
-87.607865,41.705580,33.3996875,ytEVxd3ifpnVKT72nB6MSA,2018-07
-87.608007,41.705003,34.204375,cpU_gsMl73s8ln1uZuaGYw,2018-07
-87.608178,41.704272,45.4696875,3yEt8Nd1RftVn3-luHkv6w,2018-07
-87.608543,41.702859,13.724375,5bIIH2sZiQLY_K4qJTmu0w,2007-07
-87.608620,41.702291,16.5957291667,k-9TQHm85IkwJ7Q2ds4xBg,2018-07
-87.608776,41.701662,32.0726041667,mVWF0GDR16LZaF8aKn3aNg,2018-07
-87.608916,41.701043,32.4503125,qWUVPk_ei8WOKAtGHSduFg,2018-07
-87.609074,41.700342,46.7717708333,_zDwwfmFgSrZTB5xHRtduQ,2018-07
-87.609213,41.699703,23.5415625,6e5ukQvixfhW0Y-y3gNF6g,2017-08
-87.609355,41.699109,28.5339583333,aCCbifUu8se35lXF_FgWbw,2018-07
-87.609526,41.698332,30.7390625,Qwunkqut3Rsp0JJqmkGsSg,2018-07
-87.703141,41.864608,44.0464583333,HGJ_UuJlSbQLwbIs5B128g,2018-06
-87.704010,41.864599,36.2161458333,poLvyHvlnR4Z_8yjb1swdA,2018-06
-87.704923,41.864590,28.8609375,AUlZB_v44FgUDGRiqu7fTg,2018-06
-87.715362,41.864464,20.6825,lxcPxx9ZtKRpjEJQuATzVA,2018-06
-87.716275,41.864448,53.5046875,tnNl5CD6RVaR2oOTFdUOQw,2018-06
-87.717117,41.864435,30.0858333333,pTPC5_KMW3HnEQh_bnF-Ug,2018-06
-87.718097,41.864421,23.2398958333,EmONRAe3KRzIQTtZvrkLbw,2018-06
-87.718916,41.864412,24.5592708333,OlqC3K1IfDWT3eAkSY_z4Q,2018-06
-87.719875,41.864400,45.80625,tyknRF9Lxg4KJhHlhnEjwg,2018-06
-87.720781,41.864391,26.2997916667,oWbMjrSb5IUF8jptNTL9XQ,2018-06
-87.721675,41.864382,40.05,CTnPlP7z8L5s0yNmyA8QNg,2018-06
-87.722617,41.864369,29.1023958333,fqHj6zgO391BJijqN9KxFA,2018-06
-87.723472,41.864358,53.9570833333,Io0xAUnto6L_Db_wmmQGLw,2018-06
-87.724318,41.864347,31.485625,Q4EQVJRR1Nqh3Qj3HrLX9g,2018-06
-87.725230,41.864336,20.33875,m-zb5Bp5T_3vxy43JFddLA,2018-06
-87.726161,41.864326,40.3747916667,ia98fnYJBrBc5tI-G_1j4w,2018-06
-87.727018,41.864316,30.2936458333,zV_lkW1uPaiXS-QECbc2tg,2018-06
-87.727981,41.864302,28.2470833333,bDmmEAHBpf1THhGOrlWjgw,2018-06
-87.728902,41.864288,37.7696875,4sV4d4JH_aXBqaTMsG5Axg,2018-06
-87.729711,41.864286,26.2111458333,e8alh9blGAp055hJaVXeBQ,2018-06
-87.730702,41.864268,39.4648958333,ke-KO2VQmhjt0zZQD0btvQ,2018-06
-87.731539,41.864248,50.3858333333,IuNeFf77emQfGkj5cqOVtA,2018-06
-87.732443,41.864234,25.2540625,4PjbAQ0az-sZhNsUvcbDGg,2018-06
-87.733293,41.864224,38.8633333333,Zc3mdMXakMmJjnz8LQYXVg,2018-06
-87.734211,41.864221,26.8628125,LfxlsCNU23Fukk7J5fKk2A,2018-06
-87.662393,41.865130,14.623125,58MsStR2m_yZaRkqUR3Z_g,2014-05
-87.690971,41.864594,19.6934375,l5OHP69ed7pLh_MxQJDEAw,2007-09
-87.838417,41.973052,14.0561458333,DmtptflK4wiX2PbhV-iqvA,2013-08
-87.650099,41.900634,12.9091666667,UrzvB-ZcXwWjqW07pPwiKA,2018-07
-87.650613,41.901213,14.4414583333,mrs19dvohHV6ssFOfHTg5Q,2018-07
-87.651073,41.901802,29.0494791667,FoxUA2yYVA1hRCOhus8BzQ,2018-07
-87.651531,41.902354,17.6382291667,j_2RBCk0n3iVpkOhJrrnAg,2018-06
-87.652016,41.902940,19.5770833333,wWmHHeAuLAabTbJVVlZp-w,2018-06
-87.652451,41.903465,9.34427083333,qDzlce8JJPms3nLpdsI1Zg,2018-07
-87.652979,41.904094,18.0053125,RWQ47tjfwAgNp66mfO_ycA,2018-07
-87.653432,41.904633,2.1465625,GUfnAKViwc7XkaxuYfOnCg,2018-07
-87.653907,41.905207,2.6584375,ia7aahVQGdgHig9pzx13ig,2018-07
-87.654345,41.905735,6.73520833333,lxl0v4hNmCcKiLpswbumkQ,2018-07
-87.535280,41.712782,7.51447916667,1F8IEV1xLkATk-FbLHXbaA,2018-07
-87.535818,41.713310,16.5671875,oXcbpMqgNK9Af_Xvg907gA,2018-07
-87.644449,41.902633,31.1985416667,oyoiorxondoU4F0rqF2DJA,2018-06
-87.644475,41.903316,23.7839583333,oEyLnHb5ae-9xn4mDbz0WQ,2018-06
-87.644738,41.913928,30.8275,9yDH4xxO-2dd8XgQJlboyg,2018-07
-87.644760,41.914546,33.5683333333,0xhrQg1Xb4nfuef6FnK05A,2018-07
-87.644783,41.915181,45.6945833333,YnFm24TYdnaZxvK87e-jAQ,2018-07
-87.644809,41.915903,44.6715625,uY_IHQPeaNOYPdDqEpvE6w,2018-07
-87.644832,41.916531,37.788125,0fDcZJafiRspu8xhdUGxog,2018-07
-87.644857,41.917249,44.0644791667,AAyS3_Qf4h2pTaVgUDzqhQ,2018-07
-87.644882,41.917930,26.7936458333,P4YfPV4HBGnJmsnV0b7jiQ,2018-07
-87.626027,41.807407,17.9776041667,UgnEYhirkDYanP4Jys0meQ,2017-09
-87.625177,41.807419,27.73125,eg43DkBJSglFGo0ZnUCBGQ,2017-09
-87.624184,41.807435,16.883125,NPeQCkaagwzC0fgZmyI4KQ,2017-07
-87.623319,41.807453,15.891875,exAwWH0yGZ5xdrrSmKRfSg,2017-07
-87.622476,41.807468,24.4864583333,1JXXUhKx88z4d3rRuXOlqg,2017-07
-87.621522,41.807484,15.183125,pfYQw-LpA60ILwQSi2XxNg,2017-07
-87.620651,41.807495,16.8023958333,w5aoJApgSmoXA1aclKmghA,2017-07
-87.619687,41.807502,22.9504166667,CjGeqzeCkXbo0AK2W8HT0Q,2017-07
-87.618877,41.807514,16.6939583333,MISVGtTwQhdIITMAjxOMrQ,2017-07
-87.617892,41.807540,20.1025,Wyd7dfHJPUszNCKCRsrKfg,2017-06
-87.617108,41.807553,13.0879166667,8IFC-HJybTWzyt8Dm-BERA,2017-06
-87.627352,41.674236,35.2008333333,9LIw91nYPhLG4Lwg3apbmA,2018-08
-87.624583,41.674271,25.4280208333,JVY-XmyXRoaZtN3IxNy0zQ,2017-09
-87.623754,41.674285,20.4685416667,dK4-0lu3DV-b1peXPWRRQQ,2017-09
-87.622851,41.674294,23.171875,jRDAHNyQaBKsXrdqFk4x_Q,2017-09
-87.591311,41.774202,42.123125,ilwEqs69Z21W5Z1W6lkQLw,2017-06
-87.590514,41.774207,30.7786458333,-slvJLNclODM2q3tuCahzg,2017-06
-87.589557,41.774213,28.639375,f6kjHNkyFXWptXkjsHrNAw,2017-06
-87.776669,41.785114,26.0379166667,EqgHcFXpzfZ795Bhl_X2XA,2018-07
-87.776690,41.785746,27.0275,5BMUiZiB833FdSCGrF8D8A,2009-05
-87.776713,41.786479,25.5417708333,b2RPrwCPQ5FAnqXyxfqdPg,2009-05
-87.776735,41.787142,21.7354166667,g34px05uQ9E8ucSbhPwbFg,2018-07
-87.776762,41.787832,26.7648958333,aYSqP5drno1xS1WqBXgRAQ,2018-07
-87.776786,41.788458,35.6455208333,EIU6s8LtpB8meuGIwX07mQ,2018-07
-87.776814,41.789171,40.6777083333,DsdBcOJTh0ncjSsRJwQ35A,2018-07
-87.776839,41.789808,23.3703125,gB45NkBnnxkxcy3ic62m3A,2018-07
-87.776867,41.790520,49.908125,IcGKX3Bq5Gh05aJMEU6ZiQ,2018-07
-87.776888,41.791133,22.4466666667,jbRuZTNSySv1hooGdReDMg,2018-07
-87.776911,41.791791,27.704375,wbZFgpt3okNeiH3yomyb7w,2018-07
-87.776580,41.783079,27.4739583333,sNIoN6qz2ZTAqiM5Tp5Qng,2018-06
-87.776562,41.782634,55.8370833333,OyVnWjYBXu3ga2G42fEtvA,2018-06
-87.776533,41.781898,28.7525,uqvROVZfeJLu1VwU0jRPOQ,2018-06
-87.776507,41.781228,34.788125,dUWtcbjs9uaqWLmiVqxs_Q,2018-06
-87.776485,41.780590,26.7813541667,AbrAD4ch63dXhjm3ovbFGQ,2018-06
-87.776462,41.779956,22.5233333333,iW8hFJy_cf8I5hQUnSMItg,2018-06
-87.776436,41.779280,23.6776041667,OxRdxB3KKed8LWJw03bsIw,2018-06
-87.776407,41.778564,25.5498958333,35ytT7q8Azxv9qfEcWp5cQ,2018-06
-87.776381,41.777917,10.2676041667,at5uUuiaPV0k3Bv1L9-TCA,2018-06
-87.777152,41.799767,23.3326041667,Q4GvHLPziu3u--hfwB8RDA,2018-07
-87.777131,41.799128,28.5371875,ouyjXDrIFlAx9FoZY_FPJQ,2018-07
-87.777107,41.798384,26.5258333333,xh9Nz2RNhd5E6tWF15kyXg,2018-07
-87.777087,41.797749,31.3571875,t8DEfwfxJcLHzXamT6aLGw,2018-07
-87.777069,41.797128,27.0607291667,vMi1g3Ftx45XJxNTvkn17g,2018-07
-87.777050,41.796444,26.3979166667,0cF9wr9bFnpsyc8eBJtMxA,2015-09
-87.777030,41.795741,36.7195833333,dpiQUA23MCutr1EVwmExxA,2015-09
-87.777011,41.795097,34.2805208333,23UCs1SSDjlwCsqyafmmaw,2015-09
-87.776992,41.794427,30.9145833333,X50zIDMd_0XO3WfqbIEm9Q,2018-07
-87.776962,41.793689,27.5190625,vTMqXD2CLIQLlcS9TdKjew,2018-07
-87.628835,41.909471,40.9882291667,7UVo9hIQbLPYYdYGL_ehPg,2018-07
-87.627926,41.909492,33.426875,jrrBk50bT9IDasVGt-A8_A,2018-07
-87.627038,41.909513,30.4558333333,-wv42d-zaHxgqMuLhVBGjg,2018-07
-87.756235,41.992405,7.16229166667,5ZNmx8-u8UNCCevZAR-czg,2007-09
-87.755742,41.993004,38.64875,QTRPWtx2ltTLBtfcPw_T3Q,2016-08
-87.755319,41.993518,38.7734375,L7GMwOOF2yX9Bivi_LyIhw,2016-08
-87.754373,41.994656,34.4360416667,6GsQEAS57zwWP0KNUW2iHg,2016-08
-87.753416,41.995803,42.5916666667,JJWuUjVFnq_lgkVSL8vAaA,2016-08
-87.752960,41.996355,33.6527083333,FEzh70OMCTkvm41xE0hA1w,2016-08
-87.752493,41.996923,37.0227083333,0rszuefxAwakONuqB_66BA,2016-08
-87.785912,41.996453,24.8158333333,m8oSSfxNfOnoy5qHU3hs7w,2016-09
-87.666947,41.997291,30.9614583333,jAm5eqoP4xGUurntXDLEBA,2016-08
-87.665987,41.997301,33.9591666667,BRtGGpu-aKD_fsJ1LakE9Q,2016-08
-87.685539,41.996898,29.6469791667,6Y4Uw36F-pohbEO3PNmAqw,2016-08
-87.789904,41.996404,37.4470833333,WaWJpbtMhlctEIzTbqhK-A,2016-09
-87.808933,41.996288,22.8766666667,kegQmT5r52oo1tPkxK6xRQ,2017-07
-87.809871,41.996314,34.8101041667,L0xKDYE0FIJCNeah8KUpUg,2011-08
-87.660841,41.837850,18.2415625,Mz8q4bynzjX8ayr7_zh4EQ,2018-07
-87.660807,41.837165,32.9776041667,i9OYXQfyYXZXMe01ms6uQg,2016-06
-87.660772,41.836557,10.0145833333,oCMn0G-cF5BUnFxhASZavw,2016-06
-87.737132,41.787613,13.2121875,vVVpfFBgZOKs6ghHmjuYzg,2018-07
-87.737090,41.786904,7.4803125,StcKux40uPuKKTs92mE_ug,2018-07
-87.737072,41.786262,5.75989583333,-4jaQa3CCFD9e4igIrszMw,2018-07
-87.737561,41.789406,29.1217708333,K83kZh7BVkJnbDgtU5ybsQ,2018-07
-87.737557,41.788746,32.6615625,1b8DEqLyGtyOM-L62_82zQ,2018-07
-87.737543,41.788111,34.605625,pVQl7u8fsgOIob5xXkF9Ew,2018-07
-87.735983,41.734698,26.0014583333,FKRy-8ibOc8uB8JnXW--QQ,2011-07
-87.740618,41.880551,12.0298958333,rE1snWXFTQY0Fyg4ViQpPg,2017-08
-87.736604,41.752750,30.1048958333,_hzCa2TZeBnKSrjNwY5DNg,2014-09
-87.736585,41.752116,40.2170833333,2OItKZAD6w3vNczhOI9cdQ,2016-06
-87.736563,41.751430,44.1465625,T90_NNswGOyIP4sUlFDQxw,2016-06
-87.645063,41.864800,16.0641666667,5DxTUvt_S3ajpU26S0dbTg,2018-07
-87.645916,41.864792,20.8876041667,J2WHi4DMPO5hfAAR6WSe-Q,2018-06
-87.646844,41.864753,7.5478125,fj1Cq0OeG_hYtXE8JlsHSg,2018-07
-87.647793,41.864767,21.4921875,yqR9Jehh4TIXwet7SBmzXA,2015-07
-87.640648,41.864872,17.3146875,b47uV_5JRDy8_oCYwRiP9w,2018-06
-87.641534,41.864859,8.7878125,HPvxH-inb6yPcp3zV_hV2w,2018-06
-87.765622,41.912654,25.5188541667,ZP-OCDfpjcWv0psFJYKgCg,2018-06
-87.766580,41.912655,9.8115625,oLUJJavEqFjTkRMbKSCikQ,2018-05
-87.767423,41.912644,15.6501041667,ep6O66NxwZcC8sbw4wab_A,2018-05
-87.768333,41.912631,30.5890625,0JuFitmRYBEwrEV-PTHZgg,2018-05
-87.769234,41.912623,29.0295833333,oswlhCnkwMwdRErsDtecDA,2018-05
-87.770081,41.912612,17.5103125,c_FHFtQoQDUlLX10YHwouw,2018-05
-87.770983,41.912589,24.6105208333,q2i27b8m9m6Vf7CTmnGzVA,2018-05
-87.746906,41.913279,28.8919791667,fZ715szUULSl3EVh-QRQFQ,2018-05
-87.747752,41.913262,34.3902083333,MoWkcr75hEtmxXF0puZoSg,2018-05
-87.668992,41.914352,21.6366666667,hDW_hlNRfa3luGmL38ih9A,2018-07
-87.670249,41.914310,46.6807291667,sYawP3Ask0FFHQKBGC4HDQ,2018-07
-87.670850,41.914285,9.49364583333,W0vVIzxwqRmO87gJC07GxA,2018-07
-87.671652,41.914283,23.0538541667,hyz7FfpgWpVtzCYC0t8ODQ,2018-07
-87.672580,41.914249,15.8573958333,FfbwhuIy87YtGKZLwqh0Kg,2018-07
-87.673492,41.914225,4.2621875,inYes_wWZeshpD4HK1aXlA,2018-05
-87.674352,41.914204,2.6490625,K29beswQwG1sbGUukO7l2w,2018-05
-87.675330,41.914184,7.09864583333,Zqbj9Pr6ilnJFNtjqI-S9Q,2018-07
-87.676138,41.914178,3.41833333333,T_CIJlcfvAu22S-03US0lw,2018-05
-87.724964,41.913792,43.3170833333,kFyDP18O7SejqD6r_hxiVw,2018-07
-87.725811,41.913783,37.825625,Kbt5iszM-EF6sG1ImgtJ9w,2018-07
-87.683159,41.914057,14.7944791667,fpnQm7Tw9RHumxyI_CKEXg,2018-07
-87.684064,41.914035,6.58989583333,_u38QchnHaXcr8_r9k09TA,2018-07
-87.684968,41.914012,20.1333333333,ef5m-aWD_BNCAB3M0QNvyQ,2018-07
-87.685934,41.913996,16.3260416667,0ToylwqryHFu0IXn_Gx8Fg,2018-07
-87.686758,41.913982,66.3486458333,FrPd2tKIioWY9ZQeYF41vQ,2018-07
-87.771576,41.912926,41.4801041667,GTuoO8rmgKo5k0XqdWn57A,2018-05
-87.772518,41.912936,47.3283333333,BCpQIiX8131W3tRDFZQ_Iw,2018-05
-87.773413,41.912924,18.7541666667,LEj9Ov8K4SBtCTADT8MVLg,2018-05
-87.774259,41.912909,42.9097916667,41n02UekTYS8Dbp7FRlZew,2018-05
-87.775173,41.912898,29.3436458333,dPFsHTNPdJ12TcXtreKbnw,2018-06
-87.776077,41.912892,22.3994791667,pXZsNmfIy6SIPXDBUTDgBg,2018-05
-87.776986,41.912888,27.0167708333,9oZvo_zkGtyicE2LCJ4n5Q,2018-05
-87.777854,41.912879,44.0696875,kaOUqShTrXxN3giHuSQCKw,2018-05
-87.778723,41.912865,46.755,pid4mimOzZs9bJGf6loZLg,2018-06
-87.779682,41.912853,37.3076041667,yj08A-ea9HeHf0cKR6HgBg,2018-05
-87.780606,41.912840,36.664375,HRBwMtlhGRxgwAAZ30x4Gg,2018-05
-87.781463,41.912832,28.0625,dMgm50EqOHKUOJgdj77ieg,2018-05
-87.782362,41.912820,24.2475,4vqqA-ArHLQHqjeU37E52g,2018-05
-87.783273,41.912809,45.5323958333,9LQlSBsmLmYqYyUFFZZFMw,2018-05
-87.784107,41.912795,32.9057291667,lUXFPWdEIhao0if_-HFnng,2018-05
-87.785074,41.912778,22.215,YO9-W0T_ULLQVt_Zrx_khA,2018-05
-87.785924,41.912763,24.9214583333,zX3O-fNCJi0hQYEREdOCLQ,2018-05
-87.786885,41.912750,35.5754166667,qgukKTSdAOSm_Y_1p-m6MQ,2018-05
-87.787743,41.912743,37.1903125,K2vsSYKQoALHfbSPy1pZBw,2018-05
-87.788617,41.912734,37.1057291667,z8zoj2fMHjdlncUiJY43DQ,2018-05
-87.789478,41.912724,30.5998958333,odLalwQvrY8G3ZKg_h3gzg,2018-05
-87.790438,41.912710,31.3620833333,UyFugUV4PhWfVA4Z_VrFYQ,2018-05
-87.791280,41.912701,37.2048958333,pczt8ZuWddVwoxu5lycvxQ,2018-05
-87.792230,41.912688,45.1927083333,cctfZC1mho_ju_qhSgKODA,2018-05
-87.793102,41.912686,15.9773958333,mol0JlefeqfPbRTUNdneJA,2018-05
-87.794017,41.912672,38.675625,1VPN805vxp7pnjq4y6AtRw,2018-05
-87.794900,41.912672,23.3925,NhSNIRPzdyGC5ws3Py1AJQ,2018-05
-87.795776,41.912641,40.5560416667,x8gFiHRbIs0_X3pvMLD1WA,2018-05
-87.796702,41.912639,19.3109375,v04FnVdlzwqLktM0c5kssg,2018-05
-87.797662,41.912627,38.941875,4YRCHBCDTTDprAW48n0l6Q,2018-05
-87.798558,41.912615,41.2342708333,siTiroEQPfmKoo0m2tnc4Q,2018-05
-87.799428,41.912609,53.68375,7VcVGKmKlNBn1bPlEsIgiA,2018-05
-87.800250,41.912595,42.1639583333,LDF-Y7CGQZwdkhMbJV3lRA,2018-05
-87.801211,41.912589,35.2541666667,fzTjngGTgg--2y8501XZSg,2018-05
-87.802085,41.912578,46.9757291667,2rb8E8oCdKS4AGqjVpcp_w,2018-05
-87.802999,41.912570,39.5204166667,HgSpliGdHmCE5AI3-HKPfA,2018-05
-87.803918,41.912560,49.2976041667,owll6VXVlflHc4ejwmnB8Q,2018-05
-87.804827,41.912551,20.1698958333,NsE4NMREo-Vuejf7sKMnMQ,2018-05
-87.805705,41.912548,26.9484375,aPX6Tj1dvezVbgpu0as0kw,2011-06
-87.685122,41.699968,44.29,XK7KH1aFgzDicygC0ae5aQ,2018-08
-87.623345,41.700787,40.0173958333,-1QRWt_XkChtuZIFcuXphA,2018-07
-87.626908,41.700730,43.5866666667,_T8ja8ZQWtgRnElFfy28ww,2018-07
-87.538922,41.710020,34.2205208333,l9SbeihK67szl9eAXlDg1w,2018-07
-87.537111,41.710027,19.0595833333,pN_HhhJ0bRMA9me9_0A4Hw,2017-06
-87.536213,41.710026,20.6265625,b12N3xKd4ai0yW-uXTZ30g,2017-06
-87.535285,41.710030,19.1114583333,MNK6FYZYYzOq4zS_B2fPHg,2018-08
-87.534067,41.710038,22.8296875,eJnR8Z3bs20JrghuUnCLSg,2018-08
-87.533492,41.710038,31.6813541667,LVDY0QccrWx8akWq0MKORQ,2017-06
-87.532412,41.710067,13.475625,Tp7Tl0b-VkrqoRuFIICNXw,2018-08
-87.623555,41.708990,36.750625,R3JpheyKTV_odm2KXiq5WQ,2018-07
-87.622666,41.709004,35.2788541667,B0cf-v3ebTdbLEUTbPhYmA,2017-07
-87.621783,41.709017,36.9430208333,yTsjWylxrWNTnfKAZWwnjw,2017-07
-87.620857,41.709031,31.9694791667,C70I6a9ALtJAZwxi-lepDw,2017-07
-87.620002,41.709044,30.8757291667,_S_pc3BDryO3TxxVwRiAyQ,2017-07
